sentence	BitsPerSample	durationMsec	speaker_gender	mother_tongue	audio
naatelemuka kabotu kumamanino ulaluma mbuli inzoka ulazapula mbuli cipile 	16	8575	Female	toi	221214-090248_toi_b9a_elicit_31.wav
muntu ulaa zipani zinji zyamaambaulafwambaana kumanizya kufunka myuunda yakwe 	16	9324	Female	toi	220912-161719_toi_707_elicit_47.wav
kwiinda oyo uubombeka bombeka alulimi lwakwe kufumbwa uubbida wisi abanyina 	16	12205	Male	toi	220916-164149_toi_97d_elicit_17.wav
yaa twaka samba biyo tucitalika kulya moonga wakabuzya kuti ncisyunzi basa 	16	8439	Female	toi	221204-123335_toi_ee8_elicit_45.wav
lino mazuba aakulilwa kwakwe naakamana josefa wakaambila basing anda ba farao kuti na ndijene buuya mumeso aanu amwaambile farao kuti 	16	12999	Female	toi	221230-144601_toi_b9a_elicit_8.wav
lino nibwakaca abrahamu wakafuma wabweza zinkwa ankomo yamaanzi wapa hagare 	16	10164	Female	toi	220929-204510_toi_97d_elicit_14.wav
nobauma budima bamwi basiba nyeele 	16	2631	Male	toi	220829-123454_toi_0ae_elicit_17.wav
wakaile kubimba mbuhi muntu ufwide mpeyo pesi nkasaalo yakali kuzwa 	16	5762	Female	toi	221228-190233_toi_b9a_elicit_31.wav
mwaalumi uusamide ngowani yamungunga waji uutanta bwaanda bubambidwe amabwe nkouli kumbali 	16	8462	Female	toi	221212-093156_toi_b9a_elicit_5.wav
nkabela nkukonya oko juda wakabona musimbi mwana wa suwa umwi muntu mu kanana elyo wakamukwata waswanaana awe 	16	15450	Male	toi	221011-170850_toi_308_elicit_44.wav
bamaalumi bone bobilo kajisi magita balsobana kumbele lyabantu banji kumwi bantu bambi kabatambikide maanza akulangililzya 	16	12886	Female	toi	221207-150000_toi_b9a_elicit_11.wav
hagare mu egepita mulanda wakwe musimbi abramu naakamana kukala myaka iili ikumi 	16	11298	Female	toi	220927-211022_toi_97d_elicit_22.wav
badaala bali mucitisyini cacitima ceendele kunsi basamide cisani cileemu kumwi balabala a muteende 	16	9415	Female	toi	221212-091650_toi_b9a_elicit_1.wav
bakaleta meenda acibwantu cinji nkujana anyina wali 	16	3244	Male	toi	220825-172540_toi_0ae_elicit_14.wav
esau wakatola banakazi bakwe bana bakwe balombe bana bakwe basimbi abasing anda bakwe boonse 	16	10617	Male	toi	221011-163041_toi_308_elicit_40.wav
mbubo owaako intutube biyo ndatubona ambeyo 	16	3902	Female	toi	221204-133851_toi_ee8_elicit_43.wav
waiboozya mubwaato mwaakabede lino wakalindila alimwi mazuba aali musanu aabili 	16	10458	Female	toi	220904-185526_toi_0ae_elicit_2.wav
mwaalumi ooyu uusamide kalukwe kafwwawi uubamba cibumbwa cipati camuseenga kakuli balumi bobilo babbilide mumuseenga baleebelela munsi mwa ambulela yacikambwe 	16	15699	Female	toi	221213-100518_toi_b9a_elicit_14.wav
bakali kusambala nswi cimwi cindi 	16	1815	Male	toi	220829-210823_toi_0ae_elicit_6.wav
bukali bwamufubafuba bulaboneka ndilyonya pele musongo ulasisa insoni zyakwe 	16	7623	Female	toi	221213-151941_toi_b9a_elicit_11.wav
cakugwasya haamwaandwe wakaamba lwando kusola kulayamweenzyinyina 	16	6397	Female	toi	221228-151724_toi_b9a_elicit_45.wav
ndizyi kuti aawo mpobede wakomena ndizyi kuti ulaa lubazu iwakulisalila musankwa ngoyanda 	16	8870	Female	toi	221228-095833_toi_b9a_elicit_12.wav
waakuswaya umwi muntu waku adulamu izina lyakwe kali hira 	16	7781	Male	toi	221011-170850_toi_308_elicit_43.wav
basankwa botatwe basamide zisani zyamushobo wamukuba balakumweta mweta alimwi balakoobolana 	16	8893	Female	toi	221207-180404_toi_b9a_elicit_25.wav
aboobo ndakaumuna biyo 	16	1724	Male	toi	220825-172540_toi_0ae_elicit_43.wav
mbwabede mutolo abulo bwakwe mutolo ulanjizya ijanza lyakwe mumbede pele cilamukataazya kuliboozya kumulomo wakwe 	16	11910	Female	toi	221214-095919_toi_b9a_elicit_0.wav
mubwa uusiya akutba utandaanya mubwa mupati kutalaa bwizu 	16	4741	Female	toi	221212-124432_toi_b9a_elicit_20.wav
wakeza anongo yakwe akuko lyakwe oyo musimbi keebeka loko alimwi kali nakalindu 	16	9528	Female	toi	221228-202245_toi_b9a_elicit_32.wav
niya kasika muntu wakatalika kusibila akuti zwii nakee 	16	5150	Male	toi	220829-121443_toi_0ae_elicit_7.wav
nkabela muuya wakwe nowakaamba kumusia nkaambo wakafwa wakamuulika izina lya benoni pele wisi wakamuulika izina lya benjamini 	16	19874	Male	toi	221011-163041_toi_308_elicit_23.wav
wakabaambila zyoonse bamadaala bajayi bako kabataninga mujaya 	16	8802	Male	toi	220912-160501_toi_97d_elicit_0.wav
ndimugwasye acisya mwapenga nzi wakabuzya naakacenguluka kuti balangane amupulisa ovu 	16	13476	Male	toi	220912-165131_toi_97d_elicit_32.wav
na wazumina kundicitila cintu eci buyo njooboola kweembela matanga aako akwaabamba 	16	7623	Female	toi	221229-141356_toi_b9a_elicit_44.wav
wakamulenga mucinkozya ca leza wakabalenga boonse mwaalumi amwanakazi alimwi 	16	6261	Female	toi	221228-195818_toi_b9a_elicit_13.wav
alimwi wakati bona uzibe na nzizyani zintu ezi cinamatizyo antambo amusako 	16	9869	Male	toi	221011-174142_toi_308_elicit_26.wav
nee kondisiya biyo mung anda mebo wakavwilla haatimba kumwi kalangilila bakombwe 	16	7101	Female	toi	221228-093456_toi_b9a_elicit_43.wav
imwaalumi uusamide sikipa isiya utantide akaambongolo wiinda mucimpayuma izuba kalibala 	16	8144	Female	toi	221230-124807_toi_b9a_elicit_9.wav
kalyumbo kalakunyona akuluka abobo bantu balakuluka akunyona 	16	9392	Female	toi	221207-173408_toi_b9a_elicit_20.wav
lino izaka wakakala ku gerari nkabela bantu bakooko nibakamubuzya makani 	16	6261	Female	toi	221230-114451_toi_b9a_elicit_11.wav
mukaintu uusamide delesi lyamabala mabala weenzya cuuno akkona mumbali aamugwagwa kumwi mwaalumi uusamide sikipa iilamfwu ituba weenda kugama mugwagwa 	16	12659	Female	toi	221207-145254_toi_b9a_elicit_21.wav
pele takwakazijana pe lino naakazwa mucilao ca leya wakanjila mucilao ca rakele 	16	9869	Male	toi	221011-123458_toi_308_elicit_6.wav
mwalumi usamide zisani zyamungungawaji akusiya siya ulakweenda a bololo lya ng ombe zyakwe mumushenga 	16	12342	Female	toi	221207-172046_toi_b9a_elicit_26.wav
kumazuba kwamana kulalila macembele abanene nene boonse balaana zyaano zinji kubana babo 	16	11184	Female	toi	220903-234119_toi_707_elicit_19.wav
makani aamwi aabubotu bwabusongo nobana amuswiilile lulayo lwauso 	16	7509	Female	toi	221213-114114_toi_b9a_elicit_48.wav
kamboni mubeji uyoopegwa mulandu uuyooya zyakubeja takooyoolivuna 	16	7577	Female	toi	221214-082558_toi_b9a_elicit_4.wav
kucintu neciba comwe mung anda zyoonse buyo nzyaajisi wazyaaba mumaanza aangu 	16	8485	Male	toi	221011-174142_toi_308_elicit_45.wav
muvubi uleendelezya mutengwana sizikoloto ngumuzike wasikukolotya 	16	16040	Male	toi	220916-174104_toi_97d_elicit_17.wav
nkamu yabantu baimvwi anze an ganda izingulukidw abusi 	16	5240	Female	toi	221213-100518_toi_b9a_elicit_4.wav
mwana musimbi ula susu bbotu lilamfu ulakulanga matu musokwe 	16	6239	Female	toi	221210-160825_toi_b9a_elicit_6.wav
ing ombe zili musanu azibili zibotu nkukuti myaka iili musanu aibili aalo makunka aali musanu aabili nkukuti myaka iili musanu aibili nkaambo ciloto ncimwi buyo 	16	19579	Male	toi	221011-181531_toi_308_elicit_20.wav
lwando wakali kkede kabala bbuku kukwaanza kwakululyo wakajisi nkomeki yati wakacili kuunda 	16	14565	Male	toi	220907-203915_toi_97d_elicit_13.wav
ino ndakamusyambilanzi mwana 	16	1565	Male	toi	220825-174423_toi_0ae_elicit_5.wav
musankwa ulakugankila akasobano cisobano ca kusotauka mponya bakulanyina balamulangilizya 	16	11502	Female	toi	221207-182835_toi_b9a_elicit_9.wav
bamakaintu banji anji basamide ntambala kumitwe yabo cakubunganisigwa a lubwa lya nkuta 	16	7986	Female	toi	221207-142348_toi_b9a_elicit_23.wav
bantu bali kumi a babili balikede a tefule mponya umwi wabo ulinvwi kabweza cakunua mu nkomeki 	16	10390	Female	toi	221210-143625_toi_b9a_elicit_3.wav
lyoonse muntu azyala mwana nokuba kuti iwakwe wafwa 	16	4197	Male	toi	220824-212101_toi_0ae_elicit_9.wav
oyo muntu nafwa kufumbwa bantu babona mwana bayeeya usyi 	16	4764	Male	toi	220824-212101_toi_0ae_elicit_13.wav
ooyo muntu wakaamba kuti yabota minimba yakaya 	16	5059	Male	toi	220829-123454_toi_0ae_elicit_43.wav
lulimi lwamululami ninsiliva imbotu pele myoyo yabasizibi tiigwasyi loko milomo yabaluleme ilakusya bantu banji 	16	14338	Female	toi	221213-134611_toi_b9a_elicit_5.wav
balanga langa yuuya muntu amukaintu wakwe 	16	2835	Male	toi	220829-123454_toi_0ae_elicit_41.wav
mabbusu aakaindi aasiya alimwi acisoti cacikambwe ubamba ciluli kubelesya zintu kubika zibuye zya mabwe zibikidwe aciluli 	16	9642	Female	toi	221213-092248_toi_b9a_elicit_4.wav
basimbi bali bone balikked kababamba njili zipentedwe 	16	4197	Female	toi	221210-143625_toi_b9a_elicit_14.wav
mudaala ujisi cintu cimwi mpoona alanga basimbi bakubusyi bobilo bakkede atabule lilaanze lilangene anguwe 	16	11661	Female	toi	221230-131936_toi_b9a_elicit_14.wav
bana basankwa bobilo bali aangubo ansi kumbele kwa n ganda yabo 	16	4401	Female	toi	221212-131327_toi_b9a_elicit_33.wav
wakaile kulivwumba kumeso naakabona mbuwakali kubalika cantenda mootokala okwa haamwaandwe 	16	13975	Male	toi	220912-165131_toi_97d_elicit_23.wav
nkokuti kotola biyo mali wamana ulube zyoonse tee kayi ndalubizyila nduwe 	16	10095	Male	toi	220912-171124_toi_97d_elicit_44.wav
musankwa uusamide cipoompo cahonda buluke bwajini asikipa yamyeengu 	16	7078	Female	toi	221205-164321_toi_b9a_elicit_9.wav
wakabatola wabazubusya kalonga azyalo zintu zyoonse nzyaakali azyo 	16	7191	Male	toi	221011-153723_toi_308_elicit_26.wav
lino oyo muntu wakacita mbubonya mbuli josefa mbwaakalailila wakanjizya bantu mung anda ya josefa 	16	7668	Female	toi	221230-204223_toi_b9a_elicit_27.wav
mubwa usalala salala ulakutijanina ku cifotozyo a nyika isalala a mwalumimkusule ulakuzya kucifotozyo 	16	11502	Female	toi	221210-154439_toi_b9a_elicit_3.wav
naakamana wakauvwumba mubili waa lwando kumwi kafwenyafwenya 	16	8575	Male	toi	220912-165131_toi_97d_elicit_12.wav
jumbabula wakavuwa kuti umuna mudaala uya kucilya cinkomba buzuba mboya kupenga 	16	7804	Female	toi	221204-123335_toi_ee8_elicit_36.wav
amba kuti zyabusaasa nzeziyooba zyakuvola zyako lino imbelele zyoonse zyakazyala zyabusaasa 	16	9801	Female	toi	221230-210020_toi_b9a_elicit_20.wav
ndiya kukujana kukavwu kasubila wakajokezya ntobolo yakwe ansando munkomwi yamukati aajekete 	16	14293	Male	toi	220912-165131_toi_97d_elicit_13.wav
eciya ciyanga acalo cilinjide mukaambo aka aboobo beelede kweenda nzila yomwe amusimbi 	16	7917	Female	toi	221228-151724_toi_b9a_elicit_39.wav
uzyila kwa haanjalika wakaamba caalama kumwi kamweta mweta 	16	6102	Female	toi	221228-094635_toi_b9a_elicit_5.wav
musimbi uujisi cibbeke uleenda cakuselemuka mumugwagwa kumbele kwa ofesi yaba betesi balulami 	16	9120	Female	toi	221213-104742_toi_b9a_elicit_14.wav
eeci ciya kuleta kukanana kupati tanaakakkomana mudaala naaba anjini 	16	6760	Female	toi	221228-105726_toi_b9a_elicit_38.wav
kubula meja amucila mpomwiindene biyo akabwenga micito ulamwinda kubija 	16	11547	Male	toi	220907-203915_toi_97d_elicit_40.wav
ono sunu antela kaambyo takaambi mwanaa nya 	16	2767	Male	toi	220829-113431_toi_0ae_elicit_16.wav
mukubusyi ulaamasusu alaatombe uusamide cibaki abuluke bwajini ulalanga 	16	8122	Female	toi	221205-124826_toi_b9a_elicit_26.wav
nkaambo kakuti wakaampa intelebelo yacibelo ca jakobo kumulambi wakasolo 	16	10300	Male	toi	221011-153723_toi_308_elicit_37.wav
bakasubukila limwi kwide mavwampila vwampila cintu amasiku 	16	5308	Female	toi	221204-154324_toi_ee8_elicit_0.wav
beenzu bakaide kuumuma akugunwa 	16	1905	Male	toi	220829-210823_toi_0ae_elicit_12.wav
musimbi uusamide delesi yamubala wamungunga waji uliimvwi mupaaka kajalide ameso 	16	9846	Female	toi	221205-153008_toi_b9a_elicit_7.wav
mwana uliifwoola kuuma bbola yacisobano ca baseball mukasabwi kumwi bamaalumi bobilo kabalangilizya 	16	9301	Female	toi	221205-133657_toi_b9a_elicit_2.wav
silutwe wa basikalumamba usamide sikipa limweka wiimvwi kumbele lyamootokala amubwa wakwe 	16	8417	Female	toi	221230-143938_toi_b9a_elicit_19.wav
iyisya mwana aende munzila iielede lino akomena takooyooleya mulinjiyo 	16	12750	Male	toi	220916-174104_toi_97d_elicit_16.wav
bamakaintu bobilo amwana balikkede acikkocci cijisi tulembe kumbele a tente kukaanda kakaindi 	16	9233	Female	toi	221205-212020_toi_b9a_elicit_6.wav
alakwe mwana wamwanakazi muzike njoocita kuti abe cisi cipati nkaambo nimbuto yako 	16	9143	Female	toi	220929-204510_toi_97d_elicit_13.wav
mbuli muntu uuanga ibbwe munkwilipo mbwabede uupa mufubafuba bulemu 	16	12160	Male	toi	220912-191425_toi_97d_elicit_2.wav
sikuuma bbola uusamide yunifoomu iituba wajata bbola mbuli mboyali kusika kumamanino a muunda wakusobanina bbola 	16	9301	Female	toi	221212-122525_toi_b9a_elicit_16.wav
bane bone balakuzyunguluka ka pole kala milaini isalala a ituba 	16	7600	Female	toi	221210-152748_toi_b9a_elicit_14.wav
pele kuli jehova muntu nkwajana lubeta lubotu muntu uupilingene ulasesemya baluleme 	16	12773	Male	toi	220916-164149_toi_97d_elicit_47.wav
basimubweza twaambo abalo bakayimina amulyango kumubweza zifwanikiso 	16	7305	Female	toi	221228-162240_toi_b9a_elicit_30.wav
bamaalumi bobilo basamide zyisani zyakuyakizya balabeleka mumbali amugwagwa kubelesya mincini 	16	6624	Female	toi	221230-120719_toi_b9a_elicit_6.wav
babwa bobilo balakusobana a sasa lituba munsi a cuuno 	16	4787	Female	toi	221210-152748_toi_b9a_elicit_19.wav
mwana musyoonto mukuwa uusamide nzyeete ya nkwihyi kwihyi wabika maanza aakwe alukwakwa lwanketani kasola kutanta 	16	10549	Female	toi	221213-095629_toi_b9a_elicit_21.wav
mumakuwa akaboole lili limwi ajane ndeusyi ndafwa 	16	3584	Male	toi	220829-113431_toi_0ae_elicit_20.wav
wakaima akulangisisya kumwi kayoowede pesi mutwe wa muzingini tanaaka konzya kuubona wakapiluka kayoowede 	16	10368	Female	toi	220906-213431_toi_707_elicit_21.wav
nkabela labani wakamwaambila kuti ncobeni uli zifuwa zyangu anyama yangu 	16	8371	Female	toi	221229-142606_toi_b9a_elicit_20.wav
benjamini nguumpe uuluma cifumofumo ulalya indume igoko ulaabila nyama 	16	8553	Female	toi	221230-145947_toi_b9a_elicit_46.wav
kaindi kwakanjila nzala mpati mumwi mucisi 	16	2246	Male	toi	220829-121211_toi_0ae_elicit_0.wav
musimbi uujisi sikip iiisubila alimwi amsusu malamfwu aasiya siya ulilede acimpeelwa kakuli museenga kunsi 	16	9029	Female	toi	221213-091016_toi_b9a_elicit_2.wav
imbono ziyandika zilakala mung anda yamusongo pele muntu mufubafuba ulazimwayaula 	16	7237	Female	toi	221214-084847_toi_b9a_elicit_24.wav
mulombwana kajisi lwija lupati ulikkede kumpela a lubulo lwa calvin klein antoomwe amulombwana kalangide 	16	9642	Female	toi	221207-165029_toi_b9a_elicit_13.wav
ku pwando lilakucitika anze 	16	2586	Female	toi	221210-161339_toi_b9a_elicit_10.wav
mung anda yamuntu uululeme muli imbono zinji pele impindu yabasizibi ilaleta mafwabi buyo 	16	9188	Female	toi	221213-153842_toi_b9a_elicit_37.wav
mbwabede uupa mufubafuba bulemu mbuli bumvwa buyasa ijanza lyamukolwi mbukabede kasimpi mumilomo yabafubafuba 	16	20191	Male	toi	220916-183449_toi_97d_elicit_45.wav
bakaambilana umwi aumwi kumweenzinyina kuti ngooyo siziloto wasika 	16	8462	Male	toi	221011-170850_toi_308_elicit_20.wav
pesi weelede kuzyiba kuti ulaa nsondo yomwe biyo yakubbadela kuti tobbadeli munsondo yomwe 	16	13499	Male	toi	220912-171124_toi_97d_elicit_39.wav
ziendelezye isikati amasiku akwaanzaanya mumuni amudima nkabela leza wakabona kuti ncintu cibotu 	16	9959	Female	toi	221228-192906_toi_b9a_elicit_3.wav
mukaako uyooba amwana nkabela sara wakamvwa majwi aya kumulyango wacilao kusule 	16	9664	Female	toi	220927-213329_toi_97d_elicit_11.wav
nkombo mpaakakkede ntayipi yakali kuvwuuma kablibi wakali kuyanda kuti amanizye ncaakali kulemba kutegwa 	16	10277	Female	toi	221228-162240_toi_b9a_elicit_39.wav
nekuba kuti lusulo lwakwe lulisisidwe alweeno bubi bwakwe bulayubununwa mumbungano yabantu 	16	15155	Male	toi	220912-191425_toi_97d_elicit_18.wav
nkotuya kuti kotana kwata antela kotana kwatwa 	16	3720	Male	toi	220829-204606_toi_0ae_elicit_10.wav
konywa nsyiimbi kutegwa ulimvwe kabotu wamana uyaambile nyika 	16	7214	Female	toi	221228-175149_toi_b9a_elicit_13.wav
chiingabacende wakabayandauda akubakwatilila bana bakwe boonse botatwe mbaakazyala kuli kavwumbu 	16	11026	Female	toi	221228-095833_toi_b9a_elicit_40.wav
mukaintu uusamide sikipa itakwe maboko isubila amusinsi mulamfwu usiya ujisi mwana kumaanza mpoona ujislidi umnbi mwana kukuboko kumwi kabeenda 	16	14928	Female	toi	221205-142705_toi_b9a_elicit_39.wav
tantamukila oko alimwi bakati oyu muntu wakeza kukala kala akati kesu lino sunu 	16	10663	Female	toi	220929-200958_toi_97d_elicit_12.wav
lino eco ncaakacita cakabija mumeso aa jehova aboobo wakamujaya alakwe 	16	8349	Male	toi	221011-174142_toi_308_elicit_2.wav
ino cakamukatazya obu mbwaakali kufwidilila biya kuli 	16	5104	Female	toi	221228-130305_toi_b9a_elicit_33.wav
pesi ndakabula mbwemuuma nkaambo ndakayoowa banyina 	16	3017	Male	toi	220825-172540_toi_0ae_elicit_42.wav
amane wakalangamweenzyinyinaajeneeno walitondezya kuti uli kanzele nkombo 	16	6488	Female	toi	221228-175149_toi_b9a_elicit_17.wav
lino bantu nibakatalika kuvula ansi alimwi nibakali kuzyala bana basimbi bana ba leza 	16	9506	Female	toi	220904-182522_toi_0ae_elicit_8.wav
obo buzuba takooni kabotu pe una kunga naona nkokuli moyo 	16	5445	Female	toi	221203-160114_toi_ee8_elicit_8.wav
mubwa uli mumuzundano wasotoka a mungwamba 	16	4469	Female	toi	221210-153407_toi_b9a_elicit_15.wav
kankala kamusyobo wasikkaka kali mubwizu a ng ombe ya 	16	5739	Female	toi	221207-174147_toi_b9a_elicit_23.wav
bakazyi kwile kuumana nkumo amubelesi wakwe wakamutambika 	16	6760	Female	toi	221228-185504_toi_b9a_elicit_17.wav
mwana mulombe wamusanu aumwi mpawo leya wakati leza wandaabila caabilo cibotu 	16	7781	Female	toi	221229-141356_toi_b9a_elicit_29.wav
kakuli baalumi banjanji basamide mayunifoomu aacikambwe iiisiya basobanya ngoma kunze kwabo 	16	7441	Female	toi	221213-102556_toi_b9a_elicit_8.wav
amisamu yamusokwe niyatakalina kumena nkaambo jehova leza katana kuwisya imvula 	16	8212	Female	toi	221228-193637_toi_b9a_elicit_4.wav
nkombo awaio wakaliko ambali nkaambo wakali simubweza twaambo 	16	6012	Female	toi	221228-155549_toi_b9a_elicit_48.wav
cipaililo nkukonya oko wakomba izina lya jehova wayaka cilao cakwe nkukonya akwalo balanda ba izaka bakasya cikala 	16	10300	Female	toi	221230-114451_toi_b9a_elicit_38.wav
nyampuka bweza mulombe umujate kujanza nkaambo njoocita kuti abe musyobo mupati 	16	9120	Female	toi	220929-204510_toi_97d_elicit_23.wav
ibayaki bobilo balikkede mujulu kumbali mbali amayake 	16	4514	Female	toi	221230-130419_toi_b9a_elicit_25.wav
musimbi usamide delesi lya nkwiki nkwiki ulakuchoja nchinga munsi a mupanda utuba 	16	8462	Female	toi	221210-161339_toi_b9a_elicit_21.wav
yabota minimba yakaya kuli lukumba 	16	2835	Male	toi	220829-123454_toi_0ae_elicit_34.wav
mukaintu uboneka mbulikuti usamununa na usama bbusu kumbele kwa cikwankwani 	16	7963	Female	toi	221213-085747_toi_b9a_elicit_5.wav
wakali kuyanda kuti boonse bana bakwe katana basiya asiye wabayakila maanda mayumu 	16	8076	Female	toi	221228-095833_toi_b9a_elicit_45.wav
mukaintu uulemba amapepa ancito kakuli mukaintu umwi ulalindila 	16	5082	Female	toi	221212-122525_toi_b9a_elicit_4.wav
haatimba naakalanga ciindi cakali atebule wakajana casika mpapeda babwa cakulya 	16	7373	Female	toi	221228-183113_toi_b9a_elicit_48.wav
elyo bakazitanda mpongo akuzyuuma 	16	2155	Male	toi	220825-174423_toi_0ae_elicit_38.wav
nkaambo ndakamulesya kuyandaula basilisi bambi kuti agusye da nindakamusyomezya kumukwata 	16	9642	Female	toi	221228-145629_toi_b9a_elicit_40.wav
mwaalumi uusamide sikipa iituba abulukwe bufwaafwi ulibambila kufwusa bbola 	16	6261	Female	toi	221213-100518_toi_b9a_elicit_1.wav
kamutuyobola biyo kutegwa mukaa kuyiisye bana bacizya munsi ndiyeeya kuti balo inga batuyanda kapati naa 	16	8553	Female	toi	221228-125403_toi_b9a_elicit_7.wav
alimwi kamwaamba kuti alakwe jakobo mulanda wako mwali musule nkaambo wakali kuyeeya kuti nkamutontozye acipo eci ncendatuma 	16	14020	Male	toi	221011-153723_toi_308_elicit_20.wav
abasimbi akuyanda kuluba zimwi zintu 	16	2404	Male	toi	220829-115108_toi_0ae_elicit_5.wav
aboobo mazuba oonse kenani ngaakapona akasika kumyanda iili musanu aine akumi elyo wakafwa 	16	9120	Female	toi	221228-200327_toi_b9a_elicit_4.wav
kalombwana nkwaambile mutelampondo wakoonda mulimo mupati tee kayi kokkala acuuno ubale eco ncibalemba basimubweza twaambo 	16	15450	Male	toi	220907-203915_toi_97d_elicit_16.wav
aaka kaambyo kakazyila kunkumba itabonwi bonwi cita yawa mvula nkokubonwa 	16	9438	Female	toi	221214-102741_toi_b9a_elicit_27.wav
